solo_KillDeathRatio,solo_WinRatio,solo_Rating,solo_DamagePg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_TimeSurvivedPg
3.44,25.0,1632.84,282.41,1.42,2.58,4714.21,1091.89
1.25,0.0,2125.06,140.29,1.4,1.25,2863.03,1167.13
4.59,6.38,1969.1,481.22,1.45,4.3,3115.99,860.31
2.0,0.0,1631.54,241.11,1.64,2.0,2219.01,1022.35
1.0,0.0,1236.4,119.11,1.0,1.0,3093.96,914.19
1.48,2.75,2561.62,171.44,1.36,1.44,1959.47,961.19
6.45,25.4,2072.43,530.98,1.56,4.81,3990.06,1184.44
1.88,0.0,1718.21,218.94,1.21,1.88,3677.99,1279.14
2.4,9.09,1921.91,257.88,1.32,2.18,4025.72,1256.01
2.26,10.18,2495.52,233.86,2.1,2.03,4305.48,1324.9
2.57,7.3,2495.48,272.13,1.55,2.39,4239.46,1182.09
1.77,4.62,2482.18,211.36,2.56,1.69,4176.98,952.67
3.28,10.45,2095.99,348.61,4.01,2.94,4412.37,1290.13
2.0,23.08,1628.93,147.71,2.62,1.54,4469.11,1143.31
0.97,1.32,2541.09,120.83,1.23,0.96,2512.91,955.44
1.3,1.85,2241.18,152.21,1.25,1.28,3730.18,1019.92
0.91,0.45,2445.68,113.86,0.72,0.9,2691.32,938.22
2.16,7.41,2025.64,269.52,1.67,2.0,4306.59,1348.09
2.75,20.0,1421.85,301.96,1.6,2.2,5201.46,1499.92
1.41,1.19,2463.96,170.94,1.62,1.39,1981.27,824.95
2.13,6.12,2489.07,236.82,1.24,2.0,3625.25,1085.15
2.89,6.17,2428.67,318.32,1.62,2.72,4194.55,1018.18
0.88,3.4,2460.0,115.44,1.23,0.85,3322.78,1072.1
3.17,6.67,1820.58,332.65,2.64,2.96,2682.62,852.38
1.14,2.69,2494.13,135.94,0.84,1.11,2395.68,811.91
1.34,3.03,1228.07,139.88,0.73,1.3,1366.52,810.74
1.29,2.04,1865.99,145.3,0.67,1.27,2099.49,1037.08
2.65,15.0,1849.87,233.49,2.0,2.25,3941.58,1342.16
0.67,0.0,1208.0,66.67,0.0,0.67,1315.18,883.92
1.59,0.0,1852.33,187.93,1.04,1.59,1374.55,679.95
2.1,5.99,2787.79,238.08,1.91,1.98,3927.24,1243.07
0.69,0.79,2543.02,89.7,2.17,0.69,3576.53,1055.03
1.81,5.85,2603.82,199.35,1.08,1.71,2735.36,1063.38
3.62,7.88,2565.89,399.93,2.09,3.34,3982.99,1023.01
1.23,1.28,1960.77,154.93,1.62,1.22,2256.55,942.26
2.05,7.14,2454.57,232.25,1.61,1.9,3981.12,1230.5
1.11,9.09,1784.58,103.62,0.62,1.01,2313.05,1026.54
2.17,8.78,2785.28,224.54,1.88,1.98,6021.37,1292.7
1.82,5.56,2452.65,201.32,1.79,1.71,2149.27,752.7
1.32,5.0,2173.93,159.76,1.38,1.25,6327.21,1382.14
9.24,29.17,2493.07,645.06,0.96,6.54,3159.07,954.86
0.0,0.0,1179.18,0.0,0.0,0.0,0.0,527.4
3.0,25.0,1341.16,256.45,2.25,2.25,1797.35,845.6
0.62,0.0,1400.09,80.69,1.02,0.62,1982.79,812.05
3.86,11.96,2334.32,367.43,1.35,3.4,3013.12,962.8
1.74,3.53,2194.71,204.44,1.99,1.68,2378.46,768.81
3.25,13.04,2025.3,332.89,3.3,2.83,5767.28,1483.51
1.79,10.64,1893.82,215.4,1.62,1.6,5552.88,1205.15
1.5,0.0,1910.57,186.94,1.72,1.5,3888.19,1071.09
0.0,0.0,1173.71,0.0,0.0,0.0,0.0,146.94
1.86,7.76,2692.67,206.11,1.68,1.72,3811.43,1187.87
1.86,3.73,2732.99,207.21,1.48,1.8,2510.25,1138.64
2.03,5.71,1808.8,213.45,1.03,1.91,1729.02,899.55
1.94,4.35,1878.42,223.2,1.47,1.86,2514.96,874.9
3.04,3.45,2214.58,363.14,0.93,2.93,5276.93,1326.04
3.0,9.76,2600.32,306.05,1.23,2.71,4039.63,1058.87
0.71,1.09,2492.34,97.59,1.98,0.7,4314.81,1052.0
2.05,2.63,1820.83,253.35,0.74,2.0,2058.37,847.06
1.2,4.44,2300.88,144.79,1.43,1.14,3634.68,1042.55
2.33,5.17,2298.84,248.13,1.62,2.21,4064.29,1129.49
1.1,2.76,2446.46,137.55,1.08,1.07,2339.51,872.98
1.25,3.85,2183.79,140.26,1.68,1.2,3118.44,883.79
4.92,25.0,2262.84,394.9,4.38,3.69,4629.12,1219.46
2.52,9.65,2558.28,285.08,2.55,2.28,7130.33,1338.26
2.34,3.12,2465.3,275.01,2.22,2.27,3669.93,1157.28
2.33,14.29,1333.52,274.92,0.57,2.0,1915.08,906.11
1.48,3.73,2397.44,175.67,1.6,1.43,2849.17,872.99
1.25,3.75,2224.65,146.0,2.14,1.2,3466.98,1045.2
0.91,1.7,2435.5,109.33,1.11,0.9,3012.26,935.99
0.92,1.03,2295.76,110.33,0.83,0.91,2927.75,740.09
2.73,18.33,2383.95,284.68,1.98,2.23,6768.31,1463.43
2.34,10.26,2206.06,225.95,1.36,2.1,4064.85,1114.23
1.45,6.17,2343.84,159.65,1.84,1.36,3710.66,1244.07
3.5,9.09,1792.01,355.28,2.09,3.18,6891.44,1684.88
1.19,0.0,2605.43,147.69,1.32,1.19,5614.44,1219.86
2.82,5.56,1604.41,318.1,2.72,2.67,4966.79,1309.92
2.75,8.57,1886.85,296.3,1.31,2.51,3589.0,907.79
1.03,0.0,1599.32,125.86,1.11,1.03,2386.24,823.1
1.5,25.0,1501.07,132.77,7.0,1.12,5713.04,1497.14
13.0,50.0,1364.64,677.08,3.0,6.5,5538.41,1760.81
2.49,2.63,1934.81,264.61,1.68,2.42,2359.87,893.52
4.14,22.22,1524.02,351.7,1.44,3.22,4120.42,1165.79
0.51,7.32,2546.16,57.02,1.56,0.48,8085.44,1579.18
2.93,6.25,1553.33,313.03,1.94,2.75,3725.62,1260.46
1.66,2.22,2028.44,191.49,1.36,1.62,3203.67,1049.54
1.36,2.04,2361.99,157.73,1.84,1.33,2599.84,897.16
4.5,20.0,1368.12,368.46,2.4,3.6,3453.95,979.15
2.59,0.0,1499.8,289.01,1.94,2.59,2413.93,752.49
1.34,2.46,2489.35,162.79,1.65,1.31,4181.15,1271.33
1.45,1.11,2258.5,167.29,1.6,1.43,4103.76,1115.09
2.24,5.38,2491.72,252.7,1.72,2.12,3309.12,1139.66
1.81,8.71,2687.19,200.56,3.53,1.65,5547.44,1224.39
1.69,3.92,2391.58,189.03,1.54,1.63,2014.63,763.64
3.76,19.23,2034.96,345.85,1.85,3.04,4812.78,1285.33
1.65,1.59,2513.98,191.68,1.93,1.63,1951.95,708.89
48.0,66.67,1500.17,1568.77,0.0,16.0,2582.15,1441.42
5.0,50.0,1318.57,272.89,0.5,2.5,2955.83,983.76
0.95,1.64,2664.46,124.53,2.22,0.93,5334.55,1175.47
2.72,6.45,1693.94,300.2,1.39,2.55,3022.2,854.7
1.65,2.12,2382.78,204.72,1.66,1.62,1889.89,820.75
1.38,0.99,2557.52,161.38,1.43,1.36,1808.86,600.05
0.98,1.72,1815.42,120.25,1.22,0.97,2248.05,749.52
1.3,1.79,2522.9,161.83,1.88,1.28,3027.44,956.95
0.93,0.0,1412.23,118.9,0.76,0.93,1581.04,633.27
2.58,10.81,2188.74,271.06,0.97,2.3,4270.26,1195.3
1.77,2.03,2096.11,197.2,1.22,1.73,1751.03,661.23
1.67,0.0,1223.9,164.88,0.33,1.67,1250.45,1194.5
2.49,12.77,1646.5,250.78,1.23,2.17,5256.95,1140.73
0.97,2.56,2408.1,118.3,1.87,0.94,2895.16,979.23
5.0,16.67,1447.6,441.41,1.92,4.17,2783.53,998.42
2.43,4.17,1627.25,257.65,1.21,2.33,2400.46,850.16
2.8,5.71,2283.94,328.47,1.53,2.64,2696.9,952.69
2.02,4.04,2414.73,243.03,1.29,1.94,3626.89,1117.24
1.38,4.22,2397.3,165.94,0.99,1.32,4301.17,1149.65
3.13,7.14,2198.88,349.37,2.31,2.9,5018.78,1159.26
2.72,11.22,2568.61,269.92,1.95,2.42,4835.95,1122.19
1.97,9.76,2023.15,220.28,1.17,1.78,2943.06,1153.27
1.85,5.62,2486.92,203.1,1.48,1.74,2332.17,925.4
1.88,8.02,2609.97,206.56,1.67,1.73,4514.02,1061.88
8.0,100.0,1340.59,1099.26,7.0,8.0,6052.58,1883.4
3.67,18.18,1489.03,287.01,2.82,3.0,2752.28,1036.85
1.8,6.25,1444.02,182.85,0.62,1.69,2635.27,1000.06
3.21,24.32,2354.11,279.35,1.86,2.43,5020.95,1331.55
1.91,8.74,2252.41,209.43,1.86,1.75,4228.05,927.3
2.0,0.0,1322.42,250.92,1.0,2.0,2210.68,801.98
1.73,2.0,2317.29,187.65,2.38,1.7,5024.2,1332.37
1.62,5.08,2170.57,177.67,1.59,1.54,3365.58,920.92
0.79,1.6,2457.5,111.24,1.34,0.78,3842.38,1014.2
1.27,1.49,2470.7,160.51,1.45,1.25,3095.25,855.99
5.17,25.0,1693.14,383.23,2.88,3.88,4292.8,1675.77
1.61,0.83,1981.8,205.65,1.51,1.6,2740.18,844.92
2.8,16.67,1433.1,266.99,0.17,2.33,4054.38,1270.55
5.14,22.22,1621.02,421.58,2.0,4.0,4569.3,1468.31
2.33,0.0,1308.27,242.66,2.67,2.33,3180.21,1628.86
1.54,2.13,1395.1,184.24,0.79,1.51,1477.51,516.57
1.29,8.7,1566.96,145.35,1.43,1.17,2390.21,976.21
1.51,0.0,1952.3,178.17,1.56,1.51,3163.09,996.47
1.78,0.0,1401.76,227.51,0.67,1.78,3805.8,1120.36
1.42,1.5,2589.07,168.83,1.17,1.4,2886.91,1069.02
1.23,1.39,1922.24,143.32,1.5,1.21,2654.79,852.4
1.38,0.0,1762.95,163.86,1.69,1.38,3415.66,1090.01
0.95,0.0,2290.69,137.13,0.8,0.95,4143.88,1102.23
1.28,0.79,2484.75,157.14,1.06,1.27,2218.47,1045.98
2.67,0.0,1452.95,294.47,1.0,2.67,5087.51,1393.87
1.07,3.17,1631.15,127.69,1.21,1.03,2196.67,738.97
1.78,17.24,2594.74,182.22,5.02,1.47,6422.12,1523.86
3.5,25.0,1537.68,293.25,1.25,2.62,4437.59,1166.85
6.0,40.0,1505.85,394.36,2.4,3.6,2934.66,1312.58
4.17,19.23,2314.51,371.02,1.52,3.37,3116.65,1014.88
3.12,7.02,2294.04,335.89,1.99,2.9,2554.21,909.77
0.87,1.72,2470.06,110.91,1.18,0.85,2744.81,801.3
2.85,7.14,1528.7,275.44,0.93,2.64,3272.89,1024.58
1.78,4.27,1930.83,189.39,1.28,1.7,1773.21,682.84
0.0,0.0,1178.55,0.0,0.0,0.0,0.0,134.51
5.84,26.92,1977.7,445.3,2.04,4.27,3900.53,1439.71
2.78,8.57,1828.77,283.72,0.86,2.54,2615.96,687.48
1.87,2.27,2371.57,218.34,1.18,1.83,2094.92,835.61
1.82,3.39,2197.11,216.23,1.58,1.76,3102.45,1057.03
3.26,17.31,2640.65,294.05,1.33,2.69,7599.98,1441.15
1.13,0.96,2033.04,137.7,1.12,1.12,2695.05,898.21
2.26,7.61,2570.43,249.41,1.56,2.09,2605.93,1142.4
10.0,40.0,1647.62,585.9,2.4,6.0,7381.35,1761.91
2.56,5.84,2483.65,292.76,1.93,2.41,3367.09,1221.15
1.66,1.96,2435.83,183.09,1.42,1.63,1709.88,800.09
2.58,5.87,2577.88,288.79,1.81,2.43,3243.33,878.4
2.0,2.78,1987.02,210.34,1.39,1.94,3060.5,1144.93
0.87,4.55,2448.76,101.85,1.49,0.83,4428.18,1150.76
0.79,1.14,2572.56,100.81,0.89,0.78,3490.68,942.93
1.67,5.98,2623.0,199.03,1.84,1.57,4072.33,1191.61
7.0,50.0,1359.94,314.94,0.5,3.5,3080.53,957.1
1.16,3.22,2616.54,140.98,1.65,1.13,2977.92,858.31
3.5,5.19,2686.98,364.62,1.46,3.32,3786.18,937.72
1.26,1.2,1828.04,159.49,1.08,1.24,1893.36,796.22
3.43,4.17,1809.18,351.42,1.21,3.29,4147.05,1189.42
9.5,50.0,1552.76,500.86,0.62,4.75,5828.84,1492.47
1.68,1.52,2127.92,216.45,1.7,1.65,1750.61,965.06
2.98,11.11,1989.05,306.51,0.87,2.64,2275.36,898.5
2.0,0.0,1603.86,207.71,2.67,2.0,2331.45,1064.19
2.0,0.0,1266.9,250.32,2.0,2.0,4905.57,1560.6
0.96,0.0,2047.1,124.7,1.37,0.96,1808.43,800.1
0.75,1.4,2563.69,93.36,1.41,0.74,3946.45,988.05
2.87,0.0,1487.58,294.35,1.0,2.87,2395.79,819.74
1.18,3.47,2192.72,136.59,1.72,1.14,4289.3,1062.06
1.53,3.8,2623.63,183.04,2.12,1.47,4440.95,1098.94
3.0,17.78,2478.13,270.62,2.47,2.47,3704.05,1260.08
1.69,4.76,2436.04,202.72,2.54,1.61,3908.66,1002.66
0.98,1.78,2360.39,122.88,1.87,0.96,3328.81,933.49
1.34,0.68,2087.73,157.01,1.02,1.33,2702.4,834.63
1.14,0.8,2325.59,138.88,1.63,1.13,2532.43,935.34
2.5,17.65,1741.47,238.08,0.94,2.06,3726.53,1170.35
1.81,6.56,2438.42,204.66,1.87,1.69,3106.73,991.85
3.31,10.0,2569.15,335.13,2.45,2.98,3103.74,1016.06
1.98,0.0,1721.16,232.51,2.27,1.98,1959.25,731.1
0.99,0.77,2366.18,128.09,1.28,0.98,3291.79,958.79
4.27,23.53,2474.86,372.47,2.29,3.26,3828.1,1278.61
3.15,16.13,1710.7,299.4,1.29,2.65,2645.58,1227.7
2.67,0.0,1320.43,304.51,0.33,2.67,4274.74,1568.18
1.58,1.52,2037.54,193.37,2.41,1.56,1673.43,884.84
1.3,1.75,2493.4,162.38,1.57,1.27,3306.51,934.79
1.57,3.53,2518.95,172.12,1.15,1.51,3052.08,909.81
1.88,3.12,2338.5,205.95,1.88,1.82,2374.29,857.75
1.01,0.75,2223.92,122.58,0.79,1.0,2288.57,949.02
8.0,100.0,1332.83,884.13,1.0,8.0,5421.45,1941.66
2.76,9.8,1853.22,284.49,1.25,2.49,2479.47,1072.33
1.0,0.0,1220.21,287.82,5.0,1.0,4215.78,1218.82
1.33,0.0,1218.96,135.93,1.89,1.33,1372.82,548.24
1.71,3.66,2322.13,199.75,0.91,1.65,2490.84,899.32
1.93,5.26,2138.29,199.64,3.54,1.82,4588.08,1208.52
2.33,0.0,1267.96,225.41,1.33,2.33,3526.8,1447.42
1.92,1.89,2192.62,212.53,1.57,1.89,3322.2,1036.07
1.87,7.98,2561.83,201.1,2.22,1.72,5949.36,1326.56
2.71,10.0,1938.87,283.05,1.34,2.44,2383.62,863.74
1.54,4.26,2480.22,190.81,1.26,1.48,5945.27,1241.51
1.31,3.96,2371.42,153.68,1.28,1.26,4826.56,1199.46
2.32,9.8,2782.05,249.66,1.7,2.09,5310.43,1374.76
2.55,13.04,2341.84,261.05,1.5,2.22,4652.79,1380.33
2.77,14.43,2785.66,279.07,3.9,2.37,6525.54,1475.17
1.44,4.31,2206.93,179.2,1.29,1.38,3668.89,863.19
1.72,3.33,2484.87,192.65,1.28,1.66,2878.54,1023.83
2.1,0.0,1350.13,245.53,0.76,2.1,2322.39,914.67
2.06,0.0,1419.86,247.72,1.62,2.06,3080.36,886.45
0.88,5.59,2480.02,106.05,1.41,0.83,4613.34,1243.94
5.39,22.22,2296.94,470.6,3.11,4.19,5454.05,1558.36
2.51,7.49,1997.55,271.97,1.55,2.33,3539.95,933.16
10.0,33.33,1580.15,798.03,3.17,6.67,3894.67,1420.48
2.0,9.09,1429.55,221.07,1.09,1.82,3426.24,1226.06
3.2,16.67,1642.93,305.51,3.33,2.67,5175.75,1277.01
2.39,14.29,1871.82,220.45,1.33,2.05,4428.85,1357.91
1.61,3.24,2450.97,186.01,1.53,1.56,3616.78,1118.28
1.4,4.55,2438.44,153.87,1.73,1.34,4239.67,1301.17
4.33,40.0,1484.43,278.95,1.0,2.6,5417.17,1255.94
1.2,3.54,2549.56,142.04,0.79,1.16,4786.67,1243.9
2.59,13.21,1736.71,255.8,1.43,2.25,4639.81,1342.45
1.86,7.14,2512.32,215.47,3.27,1.73,5405.42,1225.1
1.36,15.38,1606.52,125.56,1.0,1.15,3352.75,1299.33
1.18,0.0,1984.87,132.32,1.44,1.18,1605.65,749.27
3.31,13.33,1891.58,279.57,0.93,2.87,3089.8,1370.98
2.71,8.16,2332.71,299.04,1.8,2.49,4669.0,1342.53
2.15,3.7,1602.79,213.42,1.81,2.07,3246.82,993.61
2.8,11.76,1506.13,273.62,1.88,2.47,1542.86,844.91
0.75,0.0,1215.31,100.84,0.0,0.75,1448.98,820.5
2.66,5.06,2337.78,290.35,2.0,2.52,2693.14,821.79
2.33,0.0,1208.4,238.0,1.33,2.33,2328.77,915.91
1.31,1.06,2372.51,156.67,1.34,1.3,2236.73,786.22
0.79,0.65,2324.37,97.53,1.26,0.78,2325.5,938.49
2.48,7.46,2217.49,265.28,1.55,2.3,2913.26,904.26
3.68,22.81,2554.2,303.61,1.14,2.84,5683.36,1472.51
1.69,5.45,2251.28,202.42,0.95,1.6,1999.54,696.67
1.6,0.0,2069.2,183.05,1.56,1.6,1981.91,788.49
1.58,0.0,1912.25,177.23,1.31,1.58,4805.58,929.45
2.93,12.5,1489.54,292.63,0.62,2.56,2198.7,722.63
1.63,2.62,2383.11,186.63,1.26,1.59,2227.17,882.52
1.07,0.0,1358.8,131.88,0.36,1.07,2626.35,1156.36
1.67,4.0,1797.95,185.36,1.08,1.6,1506.64,832.41
0.0,0.0,1209.31,0.0,5.0,0.0,1883.72,852.17
1.8,1.89,1926.22,203.0,2.57,1.77,2405.62,737.67
2.33,14.0,2536.56,234.54,2.08,2.0,5036.81,1314.51
1.58,6.35,2387.32,164.68,1.21,1.48,2850.09,1125.42
2.0,4.01,2583.0,231.83,1.54,1.92,2343.92,848.88
2.53,6.43,2192.64,274.84,1.18,2.37,3375.67,924.68
1.9,11.36,2107.5,202.76,2.32,1.68,1796.89,1020.91
1.7,3.6,2579.03,202.15,2.31,1.64,3205.8,964.22
1.63,1.35,2311.64,189.64,1.0,1.61,5387.74,1040.99
1.54,3.62,2482.57,173.68,2.04,1.49,2548.14,1078.63
2.5,0.0,1267.77,267.28,0.8,2.5,1916.18,599.2
2.0,2.44,1715.9,235.91,4.05,1.95,2514.6,825.37
2.84,10.94,2044.08,264.1,1.42,2.53,3778.52,1125.03
35.0,80.0,1802.98,710.45,3.2,7.0,5395.24,1856.02
1.22,4.42,2240.1,140.77,1.09,1.17,2686.33,891.74
0.9,1.0,1985.79,104.56,1.1,0.89,1945.09,704.83
7.67,50.0,1591.18,402.25,2.5,3.83,5715.49,1560.93
1.77,0.0,2098.91,203.89,1.25,1.77,1661.42,603.75
2.33,10.81,2240.37,236.91,1.08,2.08,3784.64,1292.09
1.08,7.79,2476.27,113.41,8.03,1.0,4485.99,1406.8
2.47,11.76,1812.13,240.17,2.06,2.18,3763.38,1520.25
1.0,1.33,2486.62,136.44,1.57,0.98,3927.83,1087.0
1.83,5.33,2381.94,190.8,1.43,1.73,2353.54,946.84
1.1,1.08,2576.24,146.16,1.6,1.09,3585.24,993.16
1.71,12.5,1375.03,165.74,0.62,1.5,3367.07,1361.63
4.17,14.29,1564.09,398.47,4.57,3.57,8011.76,1624.55
23.0,75.0,1612.93,516.88,1.25,5.75,4686.26,1740.43
3.06,11.0,2419.45,323.74,2.13,2.72,4253.8,1151.81
2.24,11.98,2455.1,238.56,1.4,1.98,5154.5,1211.59
1.98,4.26,2194.06,225.22,0.94,1.89,2692.5,1083.58
3.73,11.76,1724.43,346.39,1.29,3.29,3337.2,1132.74
1.25,0.87,2176.55,142.08,1.29,1.23,2430.14,812.36
0.49,0.74,2509.3,69.58,1.18,0.48,5154.25,1158.9
2.2,8.33,2736.98,236.77,1.93,2.02,4241.62,1174.3
3.02,8.7,2284.34,297.73,1.63,2.76,3579.53,1375.38
14.0,66.67,1468.15,462.99,2.33,4.67,3271.17,1870.53
0.81,2.49,2542.69,98.5,1.89,0.79,4545.42,1151.33
1.08,2.03,2639.69,131.54,1.37,1.06,3461.52,1018.2
13.5,46.67,1707.27,824.52,0.87,7.2,8206.86,1722.81
1.34,1.19,2087.74,161.95,1.05,1.32,1434.15,838.94
1.45,1.8,2520.73,167.54,1.44,1.43,2052.19,762.57
1.43,0.0,1526.3,162.07,1.71,1.43,2926.23,809.25
1.0,1.96,2471.67,122.07,1.16,0.98,3188.79,977.89
3.31,14.63,2365.17,304.43,1.41,2.83,4383.78,1253.67
4.61,21.74,2036.13,393.26,0.96,3.61,4559.09,1430.13
1.48,4.6,1897.54,162.39,1.44,1.41,3776.41,981.98
1.33,3.15,2473.85,162.8,1.52,1.29,3462.28,1099.04
2.34,7.14,1869.48,239.15,1.57,2.17,3557.75,1039.97
1.86,12.5,1414.5,202.82,2.25,1.62,3715.62,1141.46
1.12,0.0,1509.95,146.16,1.82,1.12,2343.98,1002.35
2.55,8.33,1423.94,266.24,0.75,2.33,2789.83,860.21
3.0,28.57,1523.53,216.53,1.57,2.14,5109.01,1401.67
3.38,11.9,2209.4,330.26,1.93,2.98,3027.71,1210.64
2.14,7.55,2284.88,237.99,1.38,1.98,3381.21,1160.12
1.53,3.57,2135.53,177.84,0.92,1.48,1952.16,884.09
4.33,25.0,1414.94,344.54,2.5,3.25,5313.57,1298.93
1.4,9.09,1446.09,142.8,2.36,1.27,4430.03,1282.71
2.83,14.29,2416.88,272.27,1.94,2.43,5654.19,1426.5
1.64,1.75,2586.57,196.33,2.05,1.61,2406.16,855.01
2.63,11.63,1818.78,257.66,1.33,2.33,5054.27,1046.8
2.46,16.13,2016.9,258.14,1.55,2.06,6971.59,1517.2
1.76,3.51,2037.03,195.11,1.12,1.7,2460.89,965.29
3.09,15.38,1579.6,250.98,1.23,2.62,2173.4,1048.6
4.07,26.32,2160.36,328.36,4.63,3.0,6283.01,1363.84
1.0,0.0,1215.45,174.96,1.5,1.0,1912.37,915.73
1.19,2.44,2150.33,152.83,0.86,1.16,2691.25,815.28
12.0,66.67,1331.92,398.41,0.33,4.0,3008.64,1357.62
1.98,3.08,2045.0,221.04,2.17,1.92,2282.17,817.22
10.0,42.86,1786.38,612.15,2.43,5.71,6462.38,1526.48
2.05,3.03,2101.88,223.03,1.41,1.98,2677.94,1168.01
1.26,1.89,2296.53,155.24,1.28,1.24,2593.86,957.47
2.42,9.66,2461.8,253.61,2.24,2.18,4685.47,1252.33
1.46,0.0,1559.24,170.01,1.08,1.46,1869.15,792.33
1.04,0.0,2416.04,129.45,0.95,1.04,2355.87,877.2
2.89,7.78,2293.42,304.85,1.8,2.66,2596.96,927.16
5.7,28.57,1701.71,476.22,2.93,4.07,4479.46,1433.95
1.42,2.16,2471.79,178.41,4.28,1.39,3731.43,1054.94
1.12,0.87,2471.82,149.79,1.67,1.11,3441.32,905.48
1.98,5.68,2471.64,228.48,1.44,1.86,2473.47,1048.1
3.0,25.0,1539.67,266.88,1.5,2.25,4108.68,1344.6
0.67,0.5,2624.6,95.5,1.23,0.67,4060.26,1041.03
2.35,8.0,2286.17,251.1,1.16,2.16,2605.41,1012.48
2.73,6.78,2514.4,288.17,2.1,2.54,5636.78,1406.82
2.24,11.27,2340.48,249.06,1.77,1.99,4878.82,1376.67
1.45,1.87,2426.89,166.97,1.87,1.42,2404.33,753.78
2.33,0.0,1323.34,262.53,0.67,2.33,8785.34,1751.64
1.11,3.69,2471.35,129.99,1.13,1.07,3106.09,970.95
0.77,0.42,2344.37,93.78,1.54,0.77,2672.46,898.84
3.19,13.51,1709.04,292.99,0.84,2.76,2408.0,1062.84
1.08,0.0,1285.86,109.54,0.67,1.08,2749.02,928.4
3.23,9.09,1673.36,315.0,1.3,2.94,3584.69,1014.5
1.62,2.38,1973.34,186.12,2.02,1.58,1674.62,764.1
1.45,2.76,2477.9,163.56,1.61,1.41,1996.17,825.75
6.5,33.33,1433.06,472.65,1.83,4.33,4203.9,1564.88
2.21,2.97,2031.04,249.25,0.62,2.15,1153.01,706.63
6.0,40.0,1551.96,384.13,2.2,3.6,3631.42,1504.71
1.78,5.23,2470.94,196.42,1.55,1.69,2289.2,811.51
3.15,13.33,2093.01,312.4,1.77,2.73,3339.2,1197.6
2.34,9.64,2624.38,260.19,1.89,2.11,5819.25,1369.24
0.89,1.34,2600.83,109.16,1.59,0.88,2993.72,803.85
3.08,2.76,1945.2,337.51,1.7,2.99,2256.81,797.37
1.48,2.81,2261.91,180.48,1.31,1.44,2658.38,873.43
2.3,9.86,2524.56,234.13,1.44,2.07,3041.96,1031.85
4.47,16.95,2529.01,472.13,1.53,3.71,3639.15,1152.27
1.57,3.26,2232.8,177.47,0.97,1.52,3064.93,855.08
2.03,14.8,2557.6,204.98,2.32,1.73,5610.28,1478.93
1.93,5.26,2020.39,205.04,1.05,1.82,2113.54,905.65
0.88,0.9,2515.99,119.85,0.91,0.87,2740.63,1054.98
3.89,17.14,2540.06,378.12,2.09,3.22,4431.44,1275.0
0.95,0.88,2582.72,116.05,1.14,0.94,2004.27,693.72
1.72,0.0,1655.98,201.69,0.92,1.72,3114.7,1074.54
2.73,9.26,2272.81,305.94,1.3,2.48,2913.78,990.28
1.14,2.14,2376.78,125.27,1.96,1.11,2873.14,991.3
2.82,14.04,2640.24,270.58,2.26,2.42,4589.12,1377.8
1.92,9.09,2506.12,210.0,1.65,1.74,4363.34,1242.79
1.42,2.53,2394.85,162.62,1.49,1.38,2393.45,820.51
3.56,11.11,1588.0,339.68,0.5,3.17,2721.77,870.42
1.42,0.0,2389.76,180.9,1.6,1.42,2605.84,793.0
1.81,2.14,1969.98,210.99,1.06,1.77,1934.57,717.94
3.08,19.67,2427.85,290.59,1.1,2.48,6056.47,1426.57
0.56,0.0,1240.94,59.57,0.56,0.56,947.96,658.06
1.37,0.37,2273.5,172.36,0.83,1.37,2099.05,802.78
1.56,3.23,1969.13,178.32,2.23,1.51,3110.22,1024.39
2.36,3.03,2262.52,258.87,1.33,2.29,3447.61,932.15
7.0,50.0,1350.76,318.66,2.0,3.5,6756.66,1627.75
1.56,10.0,1649.58,163.88,2.2,1.4,3510.91,1125.65
2.14,7.41,2357.22,234.33,1.35,1.98,2551.76,1088.75
5.74,19.66,2383.22,501.57,2.31,4.62,3969.85,1030.56
0.76,2.17,2334.92,105.36,1.98,0.75,3134.89,1089.49
3.83,14.29,1565.67,317.44,0.71,3.29,4214.74,1390.15
1.29,2.04,2426.5,148.03,1.09,1.27,2694.79,808.67
2.34,3.33,1680.88,271.49,1.27,2.27,2451.83,832.85
0.93,1.19,2669.58,117.79,0.99,0.92,3260.75,952.79
1.83,1.11,2138.55,220.8,1.51,1.81,2823.31,792.88
1.71,8.59,2870.78,189.89,2.15,1.57,5046.43,1264.5
1.01,2.35,2126.27,127.58,1.73,0.99,4144.23,1122.9
2.77,12.96,2252.26,267.9,0.91,2.41,3417.95,971.68
1.48,5.71,1901.98,183.28,1.77,1.4,4997.49,1200.4
1.2,2.17,1492.68,149.78,0.5,1.17,2621.2,860.91
2.67,25.0,1351.72,232.15,1.0,2.0,5252.14,1200.18
2.86,4.49,2376.26,310.89,1.93,2.73,2294.18,899.16
4.24,7.32,2472.53,437.36,2.13,3.93,2822.25,986.51
1.31,1.33,2260.56,153.45,1.99,1.29,3956.49,1082.62
2.62,20.0,1595.35,208.41,0.5,2.1,5538.95,1406.69
0.96,0.38,2389.67,119.97,0.88,0.95,2028.89,899.59
2.71,8.33,2623.07,281.41,1.77,2.48,3455.14,1094.66
2.16,3.18,2414.83,251.34,1.24,2.09,1996.79,820.15
5.26,28.0,2476.77,419.4,1.99,3.79,3927.48,1425.6
