solo_Wins,solo_DamagePg,solo_HealsPg,solo_KillsPg,solo_WinRatio
1,625.28,1.86,5.86,14.29
5,196.0,1.81,1.44,3.03
8,298.58,1.46,2.43,9.88
2,334.57,1.88,3.02,4.76
6,205.53,1.34,1.71,3.68
0,352.22,1.0,3.0,0.0
6,194.98,1.55,1.51,6.38
1,316.08,3.33,2.67,33.33
4,117.04,1.74,0.92,1.49
11,293.69,2.02,2.71,5.7
7,153.86,1.05,1.26,2.08
7,122.08,6.88,1.15,6.31
0,171.53,1.47,1.46,0.0
1,189.21,1.94,1.61,1.52
2,217.62,1.73,2.0,6.67
0,129.73,1.58,1.07,0.0
0,209.0,1.0,1.0,0.0
10,161.07,2.05,1.33,4.29
16,273.54,2.19,2.31,10.67
2,395.79,1.0,4.0,25.0
4,168.75,1.77,1.36,2.47
11,404.52,1.87,3.69,8.4
1,132.51,1.38,0.99,0.61
4,241.25,1.85,2.12,5.56
4,146.32,1.33,1.12,2.16
3,112.81,0.85,0.89,2.21
2,150.73,1.46,1.3,2.86
2,455.76,1.0,4.22,22.22
42,296.56,1.54,2.49,7.02
0,159.16,1.76,1.34,0.0
1,159.36,2.45,1.3,0.58
1,119.38,1.18,0.93,0.63
11,132.37,3.07,1.1,2.74
5,194.02,3.08,1.52,2.16
5,246.33,1.75,2.11,7.94
3,222.25,1.25,2.0,8.33
1,216.88,1.52,1.88,2.5
1,135.88,1.6,1.13,3.33
6,122.75,1.44,0.93,3.8
6,203.75,1.87,1.63,4.88
3,257.11,1.37,2.23,10.0
9,214.45,1.38,1.93,4.55
18,291.25,1.43,2.5,12.24
0,152.87,1.81,1.38,0.0
0,152.15,1.11,1.2,0.0
2,256.7,1.09,2.22,4.35
5,697.2,1.1,6.4,50.0
4,110.89,0.91,0.86,0.74
4,727.92,1.14,6.43,57.14
7,223.84,2.61,1.93,12.5
2,115.84,1.35,1.0,2.7
8,160.69,5.35,1.25,7.77
8,541.27,1.66,5.0,22.86
1,454.67,4.33,3.67,33.33
5,163.36,1.11,1.4,2.53
2,180.3,1.11,1.53,1.98
3,210.14,1.42,1.83,5.77
0,124.49,1.77,0.97,0.0
5,264.94,1.37,2.27,9.8
3,364.78,2.62,3.29,3.19
2,106.69,0.94,0.83,1.15
6,154.97,1.4,1.3,4.14
1,229.29,2.15,2.21,3.03
1,340.53,2.5,3.5,16.67
1,357.68,0.0,3.5,50.0
3,141.88,1.72,1.22,2.4
16,404.67,1.54,3.64,26.23
2,135.21,1.04,1.15,7.69
4,242.72,0.76,2.17,13.79
1,285.49,3.48,2.39,3.23
4,223.02,1.07,1.98,8.89
2,279.01,3.19,2.27,5.41
4,105.45,1.74,0.76,0.65
4,178.71,1.74,1.48,2.72
6,234.84,1.62,2.02,4.8
16,178.19,1.34,1.56,9.41
1,288.48,0.86,2.57,7.14
3,217.55,2.17,1.58,7.5
0,181.08,2.5,2.5,0.0
9,251.99,0.91,2.09,5.56
4,168.11,1.5,1.51,3.77
16,332.58,2.29,2.98,12.4
2,390.54,1.21,3.64,14.29
20,328.36,1.85,2.89,3.56
6,137.5,1.09,1.08,2.87
18,195.15,1.8,1.58,6.47
3,162.97,1.11,1.31,2.19
1,514.41,5.2,4.2,20.0
1,231.05,2.07,2.05,0.91
2,195.59,1.79,1.7,2.3
1,96.51,1.21,0.8,0.89
2,192.6,0.97,1.7,3.33
0,235.28,1.92,1.92,0.0
2,249.43,1.06,2.28,5.56
2,572.28,3.89,5.56,22.22
1,204.06,1.52,1.7,0.79
0,211.36,0.0,2.5,0.0
1,176.14,0.62,1.56,2.94
1,177.77,2.32,1.26,5.26
7,129.33,0.95,1.07,2.32
0,112.8,1.29,0.94,0.0
3,113.68,0.96,0.89,2.19
11,328.76,1.26,2.8,9.91
4,596.12,1.14,6.29,57.14
1,148.12,1.77,1.16,1.23
4,655.05,3.42,5.58,33.33
0,321.18,2.41,3.0,0.0
4,366.59,2.68,3.26,12.9
39,363.15,2.74,3.1,16.32
1,217.75,1.26,1.84,2.0
1,149.15,1.19,1.18,1.27
3,230.7,1.31,2.05,1.8
3,419.55,0.5,4.5,6.52
1,112.01,0.91,0.73,9.09
4,442.26,3.0,4.5,66.67
8,240.26,2.08,2.11,12.9
1,460.75,2.08,4.31,7.69
1,275.65,1.0,2.43,14.29
7,188.11,1.88,1.59,4.58
3,200.58,1.28,1.78,2.48
0,250.07,1.56,1.93,0.0
25,248.57,2.61,2.19,9.43
5,189.52,1.2,1.52,5.49
4,129.39,1.51,0.97,0.86
2,143.55,1.83,1.22,1.45
6,78.68,0.99,0.6,2.05
4,116.98,1.01,0.96,2.19
4,237.86,1.29,2.05,6.35
3,351.34,2.13,3.26,13.04
4,262.86,1.78,2.43,7.84
0,122.46,0.25,1.0,0.0
1,124.79,0.65,0.99,1.45
3,332.91,3.71,3.21,21.43
2,236.31,2.06,1.91,3.77
10,99.38,2.03,0.8,2.0
1,156.63,1.08,1.41,2.56
0,213.25,0.67,1.67,0.0
3,140.61,2.02,1.19,5.08
3,278.33,1.08,2.84,7.89
3,142.33,2.39,1.14,1.32
1,133.96,2.27,1.33,6.67
17,365.82,5.54,3.22,11.81
3,127.27,1.26,0.94,1.2
3,150.87,1.04,1.17,2.26
1,353.99,1.89,3.22,11.11
8,317.69,2.38,2.79,15.09
7,119.54,1.31,0.85,1.51
7,188.07,1.83,1.62,7.29
10,230.09,5.57,1.86,4.5
5,139.43,1.24,1.21,3.82
2,119.0,1.23,1.02,2.04
2,253.98,0.67,2.33,22.22
0,138.61,1.5,1.33,0.0
1,214.19,0.68,2.0,5.26
4,117.69,0.78,0.85,0.89
12,174.34,0.79,1.59,5.77
1,579.88,3.0,5.5,50.0
13,95.53,1.7,0.81,7.39
8,338.36,0.95,3.04,10.13
2,138.56,1.62,1.1,6.9
8,171.4,1.11,1.46,2.47
4,222.22,1.32,1.85,5.06
1,177.92,1.47,1.51,2.22
8,257.02,1.28,2.22,13.79
0,181.27,1.25,1.62,0.0
16,198.82,6.82,1.63,9.47
0,526.24,2.0,4.0,0.0
5,142.95,1.53,1.05,3.82
0,3.43,1.0,0.0,0.0
22,339.24,1.88,2.87,14.47
5,114.0,2.94,0.94,5.88
10,201.82,1.83,1.76,3.14
1,309.24,1.67,2.78,11.11
14,246.29,2.3,2.04,13.59
1,293.31,1.42,2.71,4.17
5,102.55,1.34,0.82,1.11
4,118.86,1.13,0.89,1.84
2,419.82,1.75,3.75,50.0
2,159.29,1.53,1.42,5.56
1,254.26,2.14,2.19,2.78
7,132.95,2.06,1.11,5.19
3,315.97,1.72,2.61,6.52
9,156.85,1.52,1.25,5.39
1,159.61,1.47,1.3,0.52
1,168.72,0.86,1.43,0.57
4,295.84,1.73,2.5,4.35
0,258.42,0.8,2.33,0.0
16,327.91,2.64,2.71,12.03
0,31.04,0.14,0.29,0.0
1,226.8,2.0,2.21,7.14
6,138.47,2.23,1.0,2.9
7,332.23,2.07,2.89,12.96
18,305.14,1.79,2.58,7.26
5,241.47,1.91,1.86,11.63
0,223.2,1.5,3.0,0.0
17,215.95,2.65,1.97,14.91
1,485.29,1.65,4.52,3.23
5,185.19,1.15,1.55,4.59
2,145.61,1.71,1.29,4.17
1,183.55,0.89,1.58,2.78
7,215.19,1.58,1.65,8.97
2,227.71,1.44,2.01,2.35
4,157.77,1.64,1.22,2.7
0,24.59,0.0,0.0,0.0
2,109.0,1.23,0.88,1.8
2,338.01,0.75,2.94,12.5
4,172.67,0.95,1.29,2.67
1,287.79,1.33,2.38,4.76
1,316.9,1.67,3.0,33.33
3,227.98,1.42,1.89,4.84
4,166.73,1.81,1.38,10.81
0,136.76,1.56,1.15,0.0
0,383.71,0.5,3.0,0.0
0,177.83,1.62,1.46,0.0
4,164.32,1.6,1.31,5.88
1,214.76,1.41,1.74,1.22
4,120.85,1.87,0.93,1.6
0,141.43,1.3,1.33,0.0
5,286.81,1.7,2.64,15.15
2,198.94,1.5,1.9,20.0
3,139.01,1.41,1.12,2.34
0,387.23,0.38,3.25,0.0
17,248.5,1.71,2.01,7.08
0,182.53,1.66,1.53,0.0
1,184.36,1.29,1.61,2.44
0,97.07,1.01,0.72,0.0
0,180.35,1.2,1.8,0.0
2,455.01,0.2,3.6,40.0
11,291.52,1.27,2.58,5.64
64,350.87,2.23,3.0,9.73
0,176.11,1.52,1.59,0.0
3,163.95,1.45,1.42,2.31
4,155.79,1.71,1.31,3.36
3,97.36,0.65,0.84,2.78
2,130.07,1.34,1.21,2.5
3,292.45,1.05,2.81,14.29
0,56.82,0.0,0.43,0.0
7,197.7,1.47,1.62,4.9
0,240.56,1.67,2.0,0.0
1,304.26,1.5,2.6,5.0
1,197.21,1.26,1.68,1.37
8,174.1,0.93,1.49,3.2
1,380.87,1.73,3.18,4.55
11,163.21,1.21,1.38,3.0
2,234.81,1.36,1.84,3.64
4,296.99,0.86,2.72,11.11
20,189.83,1.89,1.56,5.25
2,85.48,0.58,0.58,0.83
28,291.43,2.84,2.64,21.54
2,252.48,0.82,2.14,9.09
4,399.59,1.65,3.59,11.76
15,156.66,0.94,1.2,7.65
1,125.42,1.28,0.97,0.81
5,146.06,1.27,1.25,6.85
9,440.63,1.36,3.97,15.52
1,100.92,1.92,0.78,1.03
5,658.42,1.5,6.3,50.0
0,135.43,1.37,1.13,0.0
5,171.83,1.33,1.48,1.43
2,230.46,1.32,2.04,1.41
3,189.85,1.67,1.56,2.01
1,335.86,0.96,3.09,4.35
2,300.99,3.0,2.69,6.25
24,315.7,2.61,2.74,16.22
1,186.1,2.12,1.6,1.23
4,222.5,2.38,1.98,6.56
18,241.54,3.02,2.01,7.89
8,249.05,1.45,2.13,6.2
1,120.67,1.51,0.94,1.02
12,200.06,1.26,1.73,4.51
1,127.71,1.61,1.05,0.78
3,193.76,1.43,1.67,1.78
1,120.57,1.18,0.98,0.68
10,349.42,1.97,3.22,8.77
17,387.11,2.0,3.29,30.91
0,176.8,1.68,1.45,0.0
0,174.72,1.67,1.38,0.0
0,166.77,0.58,1.34,0.0
3,124.94,1.2,0.95,4.0
5,180.33,2.17,1.56,4.72
3,156.36,1.19,1.34,2.63
5,334.02,1.64,2.69,6.67
6,102.42,0.92,0.82,2.88
2,85.21,1.71,0.61,1.25
0,213.77,1.72,1.61,0.0
5,260.1,0.97,2.18,3.91
9,333.2,2.45,2.75,22.5
19,320.55,2.48,2.62,8.84
6,274.09,2.18,2.42,3.68
1,285.04,2.42,2.5,8.33
2,266.08,1.77,2.23,5.71
3,129.85,1.22,1.06,1.67
0,197.44,2.41,1.76,0.0
0,61.31,0.0,0.67,0.0
4,119.86,0.96,1.0,2.4
3,359.94,1.3,3.3,15.0
13,372.69,1.19,3.19,7.56
0,292.14,0.62,2.38,0.0
7,197.23,1.49,1.67,7.61
2,517.77,2.4,4.4,40.0
1,240.52,1.66,2.06,2.86
0,0.0,0.0,0.0,0.0
5,292.72,1.41,2.54,3.94
3,206.07,1.0,1.91,13.64
1,421.57,4.75,4.25,25.0
16,137.57,1.35,1.08,2.94
31,213.54,2.56,1.78,8.73
5,384.25,1.95,3.68,22.73
6,104.67,0.96,0.87,1.28
1,166.36,2.23,1.37,2.33
12,221.75,2.36,1.99,12.24
2,452.48,1.67,4.33,33.33
5,266.03,1.64,2.27,3.42
2,373.1,3.4,4.0,40.0
2,315.76,0.85,2.92,15.38
1,343.13,1.72,3.06,5.56
1,185.44,1.44,1.51,1.12
3,301.32,1.56,2.83,16.67
6,201.16,2.54,1.7,4.88
0,109.69,0.71,0.8,0.0
3,123.23,1.52,1.01,2.46
4,126.54,1.88,1.16,3.74
6,253.15,1.7,2.25,6.25
2,248.47,0.65,2.03,6.45
5,252.35,0.65,2.45,25.0
15,270.91,1.94,2.4,6.94
2,342.65,1.06,2.92,5.56
2,925.59,1.5,9.5,100.0
0,162.38,2.36,1.29,0.0
4,307.01,1.82,2.53,7.84
2,263.22,1.23,2.32,4.26
21,185.43,2.09,1.55,5.72
2,214.66,1.54,1.75,8.33
5,145.6,1.34,1.1,4.1
7,256.35,2.07,2.3,4.05
2,180.42,0.81,1.56,6.25
2,387.73,2.77,3.54,15.38
2,638.91,6.67,5.67,66.67
4,267.09,4.86,2.27,18.18
7,280.39,1.62,2.46,10.29
5,102.94,1.99,0.7,3.07
10,207.11,2.05,1.72,12.35
3,219.26,1.9,1.91,1.83
3,115.67,1.28,0.88,0.99
4,244.8,1.12,2.19,4.12
1,125.16,0.95,1.03,0.68
1,101.29,1.15,0.85,3.7
4,120.43,1.19,0.97,2.27
15,186.09,1.23,1.37,8.98
10,201.99,2.05,1.65,7.69
6,269.21,1.88,2.49,5.5
5,176.21,2.2,1.39,1.85
2,304.94,0.33,2.87,13.33
10,470.45,1.58,4.25,9.71
1,57.56,2.29,0.36,0.78
2,139.25,1.37,1.13,1.41
2,204.64,2.57,1.71,4.08
5,299.59,3.32,2.68,16.13
2,429.65,0.74,3.93,7.41
6,153.58,1.51,1.21,10.53
0,145.22,1.3,1.36,0.0
15,194.69,2.75,1.51,14.15
4,140.21,0.87,1.1,4.4
5,298.3,1.8,2.6,16.67
3,155.18,0.88,1.24,0.79
1,167.96,1.62,1.47,0.34
0,193.78,1.29,1.5,0.0
1,147.66,2.03,1.19,0.62
2,212.25,2.08,1.86,5.56
1,201.16,1.29,1.8,2.22
5,132.77,2.8,1.05,0.96
3,122.45,1.25,1.14,4.17
0,290.63,1.36,2.45,0.0
6,197.39,1.42,1.6,1.95
0,255.72,1.91,2.55,0.0
3,146.76,1.85,1.22,2.36
2,183.97,2.11,1.49,2.08
6,276.47,1.73,2.5,8.57
7,157.95,1.09,1.29,4.64
2,201.11,1.87,1.82,2.99
2,246.0,1.62,2.09,3.64
2,161.88,1.53,1.38,1.01
1,156.37,1.31,1.35,1.47
14,390.76,3.2,3.39,15.22
11,231.3,2.05,1.9,2.28
8,331.9,2.1,3.15,40.0
3,232.75,0.71,2.19,14.29
5,184.36,2.41,1.61,7.81
0,284.38,0.0,3.0,0.0
1,137.75,2.29,1.08,0.42
9,311.41,1.19,2.65,13.24
14,255.0,1.51,2.12,8.75
2,142.93,0.84,1.2,1.63
2,201.8,1.51,1.76,2.63
5,203.9,2.57,1.72,10.87
9,171.47,2.22,1.35,3.69
3,163.74,0.78,1.2,1.8
16,184.83,2.08,1.56,4.06
1,168.14,1.0,1.41,2.94
3,292.16,1.72,2.45,7.5
2,259.54,2.26,2.16,10.53
5,222.46,0.81,1.95,4.63
1,416.15,1.0,5.0,100.0
7,358.68,1.12,3.15,20.59
1,255.58,2.05,2.47,2.63
4,207.07,0.83,1.6,8.33
12,137.4,2.64,1.08,3.17
4,153.6,1.63,1.27,1.27
8,250.07,1.79,2.29,9.41
2,219.84,2.0,1.94,4.08
2,315.63,1.5,2.83,33.33
3,352.71,1.71,3.43,21.43
2,173.06,1.58,1.49,2.78
6,201.8,2.51,1.72,5.77
2,173.91,1.17,1.35,1.05
5,293.08,2.1,2.5,16.67
6,147.13,1.17,1.12,2.12
2,310.32,5.0,2.54,8.33
2,129.11,0.97,1.23,2.27
2,474.04,2.4,4.33,13.33
8,331.91,1.39,2.79,13.11
1,345.72,1.0,3.0,25.0
0,132.07,0.0,1.1,0.0
13,92.71,2.53,0.72,2.57
1,223.53,1.21,1.97,3.03
13,361.23,2.2,3.26,13.54
7,182.38,1.76,1.49,4.02
5,172.31,1.74,1.37,4.39
3,165.84,1.87,1.36,2.16
16,309.53,2.39,2.77,13.56
1,213.8,1.34,1.76,1.02
9,210.23,4.51,1.73,9.57
3,262.31,2.12,2.75,37.5
1,270.65,0.88,2.62,6.25
4,235.37,1.3,1.87,5.97
5,209.74,2.44,1.86,7.94
4,138.16,1.12,1.1,1.3
0,210.42,1.0,1.62,0.0
6,223.43,2.43,1.96,4.23
13,321.69,0.81,2.91,4.23
3,277.16,1.58,2.72,5.66
1,340.79,2.13,2.93,6.67
2,135.48,1.17,1.23,0.67
5,244.33,1.49,2.09,8.77
7,160.7,1.56,1.32,2.52
1,272.75,2.0,2.17,16.67
2,208.9,0.95,1.61,1.8
2,141.07,1.53,1.0,1.42
1,329.07,1.0,3.33,11.11
4,175.5,1.54,1.51,4.94
1,235.22,1.44,2.11,5.56
5,221.07,1.95,1.95,7.58
3,376.03,1.84,3.39,9.68
6,263.9,2.19,2.22,10.17
1,222.95,0.61,1.87,4.35
2,197.81,1.31,1.62,1.18
7,365.4,1.96,2.72,14.89
21,302.71,2.52,2.7,11.54
2,235.92,1.35,1.8,5.0
5,282.0,1.41,2.36,22.73
2,252.13,1.53,2.24,5.88
7,273.11,1.08,2.48,10.94
0,203.66,1.67,2.0,0.0
0,316.38,3.0,3.0,0.0
2,310.07,0.43,2.71,28.57
6,380.59,1.17,3.56,33.33
6,155.99,1.54,1.3,2.53
3,143.75,2.25,1.24,2.7
6,243.55,1.76,2.11,13.33
2,263.41,1.22,2.25,5.56
0,0.0,0.0,0.0,0.0
2,153.14,1.39,1.34,1.8
20,311.42,2.63,2.67,17.7
1,120.52,0.77,0.85,7.69
1,211.25,2.18,1.79,3.57
8,315.06,1.95,2.81,18.6
5,337.89,2.72,3.0,20.0
3,189.37,1.07,1.65,5.0
3,187.05,1.41,1.61,1.96
2,254.04,0.96,2.05,3.64
0,740.35,2.0,7.0,0.0
1,353.3,0.85,3.46,7.69
2,121.77,1.0,0.98,0.51
2,247.51,1.4,1.88,8.0
17,261.54,2.13,2.22,14.29
0,132.62,1.71,1.05,0.0
4,263.82,0.91,2.41,12.5
3,378.13,2.84,3.53,15.79
0,100.0,0.14,0.71,0.0
1,186.28,0.2,1.8,20.0
5,198.2,2.12,1.6,5.21
2,340.69,2.65,2.77,7.69
11,250.37,1.6,2.01,8.21
1,210.86,0.67,1.67,16.67
0,149.41,1.57,1.29,0.0
2,387.69,1.77,3.46,15.38
7,165.73,1.28,1.34,3.72
1,343.14,1.0,3.5,50.0
15,242.04,3.55,2.08,7.11
4,243.43,0.91,2.15,4.3
1,262.16,1.31,2.23,3.85
2,246.68,0.55,2.45,10.0
5,247.99,1.14,2.19,11.63
3,94.65,1.49,0.77,1.84
5,141.26,1.83,1.07,4.13
5,177.87,1.94,1.49,5.56
0,181.02,1.94,1.56,0.0
3,119.58,1.64,0.94,3.53
0,98.91,1.42,0.78,0.0
7,130.04,0.94,1.0,1.62
1,443.47,2.5,4.38,12.5
3,278.95,1.5,2.83,50.0
4,106.72,3.45,0.82,1.12
2,99.07,1.22,0.77,0.72
36,316.51,1.64,2.66,15.06
12,274.84,1.93,2.48,3.01
7,92.61,1.11,0.72,1.69
1,280.1,1.4,2.0,20.0
2,178.38,2.23,1.34,1.64
1,128.18,1.06,0.92,1.16
3,165.18,4.82,1.39,1.11
6,223.6,1.3,2.02,10.0
6,144.04,1.51,1.17,2.74
8,391.77,1.78,3.19,10.39
4,226.34,1.0,1.96,7.84
2,134.88,1.12,1.03,2.99
2,166.49,1.41,1.41,7.41
5,158.78,1.56,1.28,1.54
2,134.67,1.7,0.98,2.38
1,158.93,1.29,1.36,1.1
3,58.32,1.76,0.41,1.34
10,340.9,1.73,2.77,19.23
6,206.53,1.76,1.8,4.51
12,274.79,1.95,2.27,6.25
4,156.93,0.95,1.5,20.0
3,215.39,1.71,1.58,4.17
5,151.38,1.6,1.32,4.24
10,169.71,1.56,1.41,9.9
1,253.77,1.7,2.18,2.27
3,199.64,2.4,1.67,2.78
4,110.46,1.87,0.9,3.2
5,232.41,1.59,2.21,5.0
5,249.45,1.95,2.07,3.33
3,143.8,0.98,1.07,1.49
8,286.6,1.9,2.72,20.51
2,123.3,1.83,0.9,1.4
6,134.02,0.87,1.2,3.51
15,303.26,1.92,2.7,8.93
4,158.4,1.26,1.26,2.4
9,328.21,1.63,2.87,8.65
2,230.15,1.2,2.05,4.88
2,118.97,1.21,0.99,2.6
2,205.99,1.74,1.79,1.53
10,156.37,1.95,1.34,9.52
1,197.39,1.24,1.65,0.98
3,167.23,1.85,1.38,1.26
0,122.6,0.46,1.14,0.0
3,108.48,1.19,0.79,1.22
1,378.22,4.23,3.69,7.69
2,194.95,1.28,1.54,2.63
15,221.39,1.87,1.93,6.25
21,344.03,2.18,2.92,19.81
20,274.94,1.72,2.4,9.17
1,303.76,1.83,3.17,16.67
12,310.98,1.42,2.79,13.04
5,191.29,1.62,1.76,8.62
11,230.27,1.38,2.06,4.31
13,415.29,1.17,3.91,13.54
0,114.65,0.47,0.95,0.0
1,263.17,1.32,2.45,4.55
1,241.59,0.89,2.44,11.11
10,138.61,1.18,1.11,6.29
9,209.35,1.6,1.69,3.6
5,152.84,2.34,1.29,1.79
1,135.15,0.76,1.17,1.04
4,164.07,1.07,1.38,3.85
1,105.09,2.97,0.75,0.48
25,232.77,3.18,1.82,5.91
1,220.33,1.18,2.09,3.03
2,502.35,2.5,4.81,12.5
6,449.79,0.71,4.43,10.71
1,280.14,0.93,2.78,3.7
2,253.51,1.77,2.03,5.13
19,317.61,2.15,2.63,10.67
4,235.97,1.13,1.9,5.71
1,499.74,1.25,4.38,12.5
4,365.18,2.06,3.35,23.53
3,467.52,2.84,4.32,9.68
0,186.76,1.27,1.39,0.0
2,198.04,1.62,1.53,3.77
1,66.46,1.06,0.51,0.22
2,118.97,1.3,0.89,0.89
2,114.42,2.25,0.84,1.16
7,273.05,1.73,2.32,7.22
6,302.37,3.31,2.58,13.33
1,917.18,6.0,10.0,100.0
2,116.9,1.03,0.97,2.74
4,185.31,1.19,1.52,3.17
5,172.1,2.65,1.37,3.11
1,218.54,0.64,2.03,2.78
26,563.67,1.13,5.25,14.05
3,105.53,1.45,0.83,1.01
4,352.16,1.46,3.21,10.26
1,144.67,1.28,1.24,0.45
8,138.48,1.67,1.15,3.19
4,237.02,2.04,2.02,7.41
8,261.99,2.85,2.19,5.06
0,112.8,0.25,0.75,0.0
0,134.88,1.4,1.0,0.0
1,193.53,0.95,1.47,1.69
11,164.38,2.01,1.31,5.47
12,393.09,1.98,3.93,21.82
7,301.39,1.47,2.25,21.88
3,180.75,2.27,1.49,5.45
6,219.27,1.95,1.84,4.44
7,226.73,1.55,1.9,4.93
5,206.6,1.67,1.87,11.11
2,174.68,0.65,1.55,10.0
3,123.92,1.03,1.0,0.68
5,310.05,3.7,2.78,21.74
2,196.79,1.57,1.7,2.9
2,130.6,1.97,0.87,1.57
1,120.65,0.98,0.92,0.53
3,89.05,1.2,0.68,2.33
0,421.78,0.5,4.0,0.0
3,214.13,1.91,1.61,6.82
3,250.48,0.95,2.22,7.32
0,265.57,1.25,2.45,0.0
5,320.04,1.98,2.81,10.64
1,247.64,1.1,2.3,10.0
3,141.33,0.78,1.27,8.11
1,162.89,1.49,1.31,0.81
4,209.2,2.74,1.62,7.55
2,196.75,1.24,1.54,2.94
0,161.95,0.75,1.5,0.0
8,196.73,3.84,1.61,6.2
5,250.58,2.24,2.19,13.51
4,279.5,2.48,2.96,17.39
3,306.97,0.98,2.64,6.0
4,119.3,1.78,0.95,2.33
4,349.69,1.17,3.1,6.35
4,120.48,0.96,1.03,1.48
5,338.16,1.61,3.04,7.46
14,292.56,2.04,2.52,5.6
3,248.82,1.45,2.35,3.75
4,149.02,1.37,1.09,3.36
16,311.24,1.69,2.84,8.79
4,111.54,1.32,0.86,1.27
1,387.28,4.0,3.67,33.33
18,153.41,6.78,1.34,5.04
1,338.75,0.91,3.18,9.09
0,177.39,1.0,1.67,0.0
2,127.31,1.89,1.07,4.44
0,0.0,0.0,0.0,0.0
4,153.56,1.8,1.33,6.25
0,262.95,1.36,2.14,0.0
1,214.95,1.16,1.93,2.27
0,113.24,1.53,0.9,0.0
0,206.2,1.44,1.77,0.0
5,468.02,1.64,4.48,20.0
13,191.14,2.0,1.54,4.25
1,114.32,0.9,0.9,0.54
1,305.79,0.67,2.67,33.33
1,168.26,2.09,1.24,1.22
4,266.53,2.33,2.28,11.11
6,110.76,1.56,0.87,3.19
6,202.2,1.38,1.61,3.7
22,383.99,1.91,3.47,10.14
1,154.98,0.83,1.44,5.56
1,165.85,2.04,1.36,2.22
1,269.59,2.38,2.38,12.5
5,168.66,1.3,1.34,2.67
2,172.31,1.45,1.51,2.6
4,98.26,1.21,0.7,2.19
3,373.96,1.53,3.31,8.33
0,275.02,3.0,2.15,0.0
3,394.91,1.28,3.38,7.69
2,276.26,0.89,2.39,11.11
20,315.67,1.56,2.69,6.62
5,210.25,1.47,1.75,8.33
